name,REGN,type,date,region
Царскосельский Акционерный Коммерческий Банк,1740,отозв.,1996-06-13 ,Санкт-Петербург
Финист-Банк,42,отозв.,1996-06-13 ,Москва
Бэст,1674,отозв.,1996-06-13 ,Москва
Росмедбанк,1566,отозв.,1996-06-13 ,Москва
Рославльский,1008,отозв.,1996-06-13 ,"Рославль, Смоленская обл."
Киран,2097,отозв.,1996-06-13 ,Москва
Вайнах,787,отозв.,1996-05-25 ,Грозный
Ейск,509,отозв.,1996-05-25 ,"Ейск, Краснодарский край"
Велес,1456,отозв.,1996-05-25 ,Ростов-на-Дону
Мурманск-Банк,1318,отозв.,1996-05-25 ,Мурманск
Идиговбанк,1801,отозв.,1996-05-25 ,Грозный
Главмосстройбанк,227,отозв.,1996-05-25 ,Москва
Грозсоцбанк,464,отозв.,1996-05-25 ,Грозный
Автосельхозмаш,1022,отозв.,1996-05-25 ,Москва
Колабанк,1034,отозв.,1996-05-25 ,"Кола, Мурманская обл."
Дорбанк,2089,отозв.,1996-05-25 ,Грозный
Ротор-Банк,48,отозв.,1996-05-25 ,Челябинск
Абрис,523,отозв.,1996-05-25 ,"Великие Луки, Псковская обл."
Кавказ,378,отозв.,1996-05-25 ,Грозный
Кагальницкий,458,отозв.,1996-05-25 ,"ст.Кагальницкая, Ростовская обл."
Титан,919,отозв.,1996-05-25 ,Смоленск
Содействие,403,отозв.,1996-05-25 ,Грозный
Центр Державы,2666,отозв.,1996-05-25 ,Новосибирск
Дорожная Застава,3014,отозв.,1996-05-25 ,Москва
Берси,2150,отозв.,1996-05-25 ,"Шали, Чечня"
Волга,1167,отозв.,1996-05-25 ,"Михайловка, Волгоградская обл."
Единство,56,отозв.,1996-05-24 ,Москва
Первый Русский Независимый Банк,1864,отозв.,1996-05-24 ,Москва
Самара-Банк,201,отозв.,1996-05-24 ,Самара
Товнарбанк,187,отозв.,1996-05-24 ,Москва
Самараавтотрансбанк,294,отозв.,1996-05-24 ,Самара
Ладабанк,920,отозв.,1996-05-24 ,Тольятти
Восточный,2439,отозв.,1996-05-24 ,Москва
Урожай,1122,отозв.,1996-05-24 ,Набережные Челны
Востокинвестбанк,86,отозв.,1996-05-24 ,Владивосток
Самарский Губернский Банк,1711,отозв.,1996-05-24 ,Самара
Сариаб,2294,отозв.,1996-05-16 ,Махачкала
Коммерсант,2927,отозв.,1996-05-16 ,Майкоп
Когалым,376,отозв.,1996-05-16 ,"Когалым, Тюменская обл."
Горы,2970,отозв.,1996-05-16 ,Махачкала
Яркоминбанк,1482,отозв.,1996-05-16 ,Ярославль
Новая Европа,2013,отозв.,1996-05-16 ,Москва
Престиж,839,отозв.,1996-05-16 ,Тверь
Южный Урал,146,отозв.,1996-05-16 ,Оренбург
Коралл,2175,отозв.,1996-05-16 ,Москва
Русский Национальный Банк,398,отозв.,1996-05-16 ,Москва
Селектимпекс,1275,отозв.,1996-05-16 ,Москва
Кредитпромбанк,1183,отозв.,1996-05-16 ,Владикавказ
Инновационный Банк Развития (ИБР),1990,отозв.,1996-05-16 ,Москва
Прима-Банк,2343,отозв.,1996-05-14 ,Самара
Адамас-Самара Банк,2247,отозв.,1996-05-14 ,Самара
Намус,2396,отозв.,1996-05-14 ,Махачкала
Асад,2450,отозв.,1996-05-14 ,Махачкала
Мартыновский Коммерческий Банк,525,отозв.,1996-05-14 ,"п.Большая Мартыновка, Ростовская обл."
Микобанк,2120,отозв.,1996-05-14 ,Уфа
Сибхолдингбанк,2449,отозв.,1996-05-14 ,Новосибирск
Виват,2811,отозв.,1996-05-14 ,"п. Солнцево, Курская обл."
Поволжье,337,отозв.,1996-05-14 ,Волгоград
Рекорд,2033,отозв.,1996-05-14 ,Барнаул
Ямалбанк,265,отозв.,1996-05-14 ,"Лабытнанги, Тюменская обл."
Комиинкомбанк,1517,отозв.,1996-05-14 ,Сыктывкар
Витис,1588,отозв.,1996-05-13 ,Краснодар
Банк Ямала,2669,отозв.,1996-05-13 ,"Надым, Тюменская обл."
Эрбанк,2911,отозв.,1996-05-13 ,Йошкар-Ола
Татторгбанк,979,отозв.,1996-05-13 ,Казань
Янтарь,1771,отозв.,1996-05-13 ,Калининград
Владивосток,1709,отозв.,1996-05-13 ,Владивосток
АгроТЕСбанк,1394,отозв.,1996-05-13 ,Тверь
Тулатрансбанк,1846,отозв.,1996-05-13 ,Тула
Ярстройбанк,1182,отозв.,1996-05-13 ,Ярославль
Камчатсоцбанк,721,отозв.,1996-05-13 ,"Вилючинск, Камчатская обл."
Б.А.М.-банк,349,отозв.,1996-05-13 ,Калининград
ККК-Банк,295,отозв.,1996-05-13 ,Калуга
Нева-Кредит Банк,350,отозв.,1996-05-13 ,Санкт-Петербург
Смоленск,1881,отозв.,1996-05-13 ,Смоленск
Заря,2026,отозв.,1996-05-13 ,Волгоград
Лидер-Банк,824,отозв.,1996-05-13 ,Бийск
Псковакобанк,1265,отозв.,1996-05-13 ,Псков
Реал,2441,отозв.,1996-05-08 ,Москва
Фагра,2683,отозв.,1996-05-08 ,Москва
Химбанк,46,отозв.,1996-05-08 ,Москва
Московия,2310,отозв.,1996-05-08 ,Москва
Пикомбанк,1995,отозв.,1996-05-08 ,Москва
Экоинвестбанк,2331,отозв.,1996-05-08 ,Москва
Яуза-Банк,2774,отозв.,1996-05-08 ,Санкт-Петербург
Трайд-Банк,2256,отозв.,1996-05-08 ,Москва
Мосдепозитбанк,2577,отозв.,1996-05-08 ,Москва
Кредитинвестбанк,2327,отозв.,1996-05-08 ,Москва
Эолис,2528,отозв.,1996-05-06 ,Курск
Пермь-Аверс,981,отозв.,1996-05-06 ,Пермь
Эскрбанк,326,отозв.,1996-05-06 ,Москва
Диорит-Банк,2492,отозв.,1996-05-06 ,Москва
Всероссийский Биржевой Банк,1538,отозв.,1996-05-06 ,Москва
Риф,2194,отозв.,1996-05-06 ,Казань
Наркомбанк,2164,отозв.,1996-05-06 ,"Балашиха, Московская обл."
Восток,26,отозв.,1996-05-06 ,Москва
Сибирский Промышленный Банк,2431,отозв.,1996-05-06 ,Тюмень
Деловая Мордовия,1695,отозв.,1996-05-06 ,Саранск
Горный Алтай,1316,отозв.,1996-05-06 ,Горно-Алтайск
Импульсбанк,202,отозв.,1996-05-06 ,Москва
Трансэкспобанк,225,отозв.,1996-05-06 ,Москва
Агротехинвестбанк,1959,отозв.,1996-05-06 ,Москва
Московский Межрегиональный Коммерческий Банк,553,отозв.,1996-04-15 ,Москва
Организатор,2918,отозв.,1996-04-11 ,Оренбург
Северо-Западный Коммерческий Банк,66,отозв.,1996-03-25 ,Мурманск
Рождественский,1830,отозв.,1996-03-19 ,Барнаул
Гаванькомбанк,811,отозв.,1996-03-19 ,"Советская Гавань, Хабаровский край"
Красинвестбанк,1905,отозв.,1996-03-19 ,Красноярск
Чара,2487,отозв.,1996-03-14 ,Москва
Эском-Банк,2370,отозв.,1996-03-14 ,Москва
Калининградский Народный Банк,1587,отозв.,1996-02-27 ,Калининград
Пензкредитинвестбанк,1908,отозв.,1996-02-27 ,Пенза
Бонусбанк,1440,отозв.,1996-02-13 ,Москва
ИздатБанк,79,отозв.,1996-02-13 ,Москва
Часпромбанк,280,отозв.,1996-02-13 ,Москва
Коммерческий Банк в Макарьеве Костромской обл.,1106,отозв.,1996-02-13 ,"Макарьев, Костромская обл."
Отечество,1759,отозв.,1996-02-13 ,Санкт-Петербург
Кардбанк,1644,отозв.,1996-02-13 ,Москва
Омега,1897,отозв.,1996-02-09 ,Краснодар
Торгово-Промышленный Банк,3088,отозв.,1996-02-09 ,Москва
Вита,1552,отозв.,1996-02-09 ,Уфа
Северный Торговый Банк,1479,отозв.,1996-02-02 ,Санкт-Петербург
Уралэскобанк,1297,отозв.,1996-01-18 ,Екатеринбург
Автроконбанк,363,отозв.,1996-01-09 ,Москва
Уралакадембанк,1611,отозв.,1996-01-09 ,Екатеринбург
Казачество,2369,отозв.,1996-01-09 ,Москва
Северный Коммерческий Банк,190,отозв.,1996-01-04 ,Архангельск
Рубикон-Банк,2283,отозв.,1996-01-04 ,Москва
Агроуниверсалбанк,2804,отозв.,1996-01-04 ,Москва
Триэлбанк,2046,отозв.,1996-01-04 ,Ростов-на-Дону
Мегаполисбанк,1406,отозв.,1996-01-04 ,Москва
Владинвестбанк,788,отозв.,1995-12-28 ,Владимир
Югсоюзбанк,2736,отозв.,1995-12-28 ,"Кореновск, Краснодарский край"
Мантуровский Коммерческий Банк,977,отозв.,1995-12-28 ,"Мантурово, Костромская обл."
Агрос-Банк,1554,отозв.,1995-12-14 ,Екатеринбург
Ринобанк,164,отозв.,1995-12-09 ,Уфа
МФ Банк,2344,отозв.,1995-12-09 ,Йошкар-Ола
Олимп,820,отозв.,1995-12-09 ,Уфа
Единение,278,отозв.,1995-12-09 ,Петропавловск-Камчатский
Тюменинвестбанк,1838,отозв.,1995-12-09 ,Тюмень
Коммерческий Банк Социального Развития,287,отозв.,1995-12-09 ,Москва
Камчаткомбанк,371,отозв.,1995-12-09 ,Петропавловск-Камчатский
Текобанк,92,отозв.,1995-12-09 ,Петрозаводск
Интерблаго,2137,отозв.,1995-12-08 ,Москва
Корона-Банк,2333,отозв.,1995-12-08 ,Липецк
Альянсбанк — Финансовая группа Глориябанк,2818,отозв.,1995-12-08 ,Киров
Полярный Коммерческий Банк Делового Сотрудничества,1692,отозв.,1995-12-08 ,Мурманск
Северкомбанк,82,отозв.,1995-11-28 ,Тюмень
Кронобанк,367,отозв.,1995-11-28 ,Иркутск
Новороссбанк,160,отозв.,1995-11-28 ,Новороссийск
Акомбанк,2740,отозв.,1995-11-28 ,Москва
Интерсевербанк,2479,отозв.,1995-11-28 ,Москва
Комилесбанк,240,отозв.,1995-11-28 ,Сыктывкар
Уникал,1583,отозв.,1995-11-28 ,Магнитогорск
Инженер-Банк,1670,отозв.,1995-11-28 ,Самара
Нефтобанк,2124,отозв.,1995-11-28 ,Екатеринбург
Норд-Банк,1305,отозв.,1995-11-28 ,Екатеринбург
Акционерный Торгово-Коммерческий Банк,1856,отозв.,1995-11-15 ,Ульяновск
Ирбис Банк,1936,отозв.,1995-11-15 ,Горно-Алтайск
Труд-Банк,861,отозв.,1995-11-15 ,"пгт.Палкино, Псковская обл."
Порт-Петровск,2680,отозв.,1995-11-15 ,Махачкала
Монобанк,2151,отозв.,1995-11-15 ,Москва
Отечество Кредит,2852,отозв.,1995-11-15 ,Красноярск
Московская Инициатива,2018,отозв.,1995-11-15 ,Москва
Европа,2200,отозв.,1995-11-15 ,Москва
Казачий,1757,отозв.,1995-11-15 ,Волгоград
Корбенинвестбанк,2205,отозв.,1995-11-15 ,Москва
Мономах,2203,отозв.,1995-11-15 ,Москва
Сибинвестбанк,508,отозв.,1995-11-15 ,Новосибирск
Торнадо,1866,отозв.,1995-11-04 ,Москва
Малбанк,2681,отозв.,1995-11-04 ,Москва
Покровский 92,1849,отозв.,1995-11-04 ,Ульяновск
Ростурбанк,315,отозв.,1995-11-04 ,Москва
Русский Транспортный Банк,737,отозв.,1995-11-04 ,Москва
Холдингтэмбанк,1419,отозв.,1995-11-04 ,Москва
Союз,87,отозв.,1995-11-04 ,Санкт-Петербург
Востокстройбанк,223,отозв.,1995-11-04 ,Москва
Лютви,1596,отозв.,1995-11-04 ,Москва
Реинбанк,1612,отозв.,1995-11-04 ,Москва
РЭМ-Банк,1729,отозв.,1995-11-04 ,Москва
Никея Банк,2953,отозв.,1995-11-04 ,Москва
Бинер,2305,отозв.,1995-11-04 ,Красноярск
Дон-Сервис,1935,отозв.,1995-11-04 ,Волгоград
Христианский Российский Банк,1929,отозв.,1995-11-04 ,Москва
Русский Банк,388,отозв.,1995-11-04 ,Москва
Иммо-Банк,2135,отозв.,1995-11-04 ,Москва
Брасовокомбанк,1112,отозв.,1995-11-04 ,"п.Локоть, Брянская обл."
Мегастарбанк,2481,отозв.,1995-11-04 ,Москва
Первый Федеральный Банк,2161,отозв.,1995-11-04 ,Москва
Поволжский,1572,отозв.,1995-11-04 ,Саранск
Экспресс-Банк,345,отозв.,1995-11-04 ,Хабаровск
Терра-Банк,640,отозв.,1995-11-04 ,"Дюртюли, Башкортостан"
Черкессия,1882,отозв.,1995-11-04 ,Нальчик
Мета-Банк,442,отозв.,1995-11-04 ,Саратов
Тетбанк,1770,отозв.,1995-11-04 ,"Обнинск, Калужская обл."
Эксо-Банк,1515,отозв.,1995-11-04 ,Москва
Росказбанк,1570,отозв.,1995-11-04 ,Москва
Калужский Инновационный Акционерный Банк,43,отозв.,1995-11-04 ,Калуга
Виктория,1865,отозв.,1995-11-04 ,Москва
Шереметьево,2320,отозв.,1995-11-04 ,"Лобня, Московская обл."
Интердаг,2920,отозв.,1995-11-03 ,"Дербент, Дагестан"
Рождественский (Рокобанк),258,отозв.,1995-11-03 ,Санкт-Петербург
Оригинал,2263,отозв.,1995-11-03 ,"Хасавюрт, Дагестан"
Кузбасс,471,отозв.,1995-11-03 ,Кемерово
Сельская Новь,2171,отозв.,1995-11-03 ,Ростов-на-Дону
Сиком,2383,отозв.,1995-11-03 ,Новосибирск
Банк Развития Собственности,1811,отозв.,1995-11-03 ,Москва
Дагимеджбанк,2778,отозв.,1995-11-03 ,Махачкала
Стромбанк,29,отозв.,1995-11-03 ,Москва
Московский Городской Банк,2144,отозв.,1995-11-03 ,Москва
Инвабанк,2002,отозв.,1995-11-03 ,Москва
Запсибтрансбанк,2375,отозв.,1995-11-03 ,Новосибирск
Монолир,2221,отозв.,1995-11-03 ,Нижневартовск
Мосимпортбанк,2165,отозв.,1995-11-03 ,Москва
Хлебокомбанк,2043,отозв.,1995-11-03 ,Уфа
Цент,3020,отозв.,1995-11-03 ,Ижевск
Успех,2889,отозв.,1995-11-03 ,Махачкала
Старбанк,1969,отозв.,1995-11-03 ,Иркутск
Альтернатива,1981,отозв.,1995-11-03 ,Москва
Сервисбанк,2095,отозв.,1995-11-03 ,Вологда
ЛЛД-Банк,2143,отозв.,1995-11-03 ,Москва
Соцбанк Ока,694,отозв.,1995-11-03 ,Калуга
Трейдбанк,2193,отозв.,1995-11-03 ,Санкт-Петербург
Намыс,1852,отозв.,1995-11-03 ,Нальчик
Интеринвестбанк,2054,отозв.,1995-11-03 ,Москва
Сибирский Кредит,1831,отозв.,1995-11-03 ,Кызыл
Сельхозпромбизнес,2091,отозв.,1995-10-31 ,Москва
Грандбанк,1858,отозв.,1995-10-31 ,Якутск
Сибирский Ипотечный Банк,2424,отозв.,1995-10-31 ,Новосибирск
Липецк,2257,отозв.,1995-10-31 ,Липецк
ИДС-Банк,2473,отозв.,1995-10-31 ,Москва
Московская Деловая Группа,2319,отозв.,1995-10-31 ,Москва
Юганнефтестройбанк,2588,отозв.,1995-10-31 ,"Нефтеюганск, Тюменская обл."
Юркомбанк,2735,отозв.,1995-10-31 ,Москва
Аурум,633,отозв.,1995-10-31 ,Новосибирск
Прогрессбанк,51,отозв.,1995-10-24 ,Москва
Полянабанк,2366,отозв.,1995-10-24 ,Ростов-на-Дону
Новоросслига,2437,отозв.,1995-10-24 ,Новороссийск
Русский Страховой Банк,1427,отозв.,1995-10-24 ,Москва
Фаворит,1420,отозв.,1995-10-24 ,Москва
АВ,2127,отозв.,1995-09-27 ,Барнаул
Сибинтер,2132,отозв.,1995-09-27 ,Красноярск
Мосбарткомбанк,1108,отозв.,1995-09-27 ,Москва
Спак-Банк,2345,отозв.,1995-09-27 ,Сургут
Бытбанк,276,отозв.,1995-09-27 ,Москва
Энабанк,1814,отозв.,1995-09-26 ,Ростов-на-Дону
Атлант,100,отозв.,1995-09-26 ,Москва
Аргобанк,2130,отозв.,1995-09-26 ,Красноярск
Ачишхобанк,1331,отозв.,1995-09-26 ,Сочи
Трастбанк,1787,отозв.,1995-09-26 ,Москва
СТБанк,1984,отозв.,1995-09-26 ,Новосибирск
Ангара,683,отозв.,1995-09-25 ,"Богучаны, Красноярский край"
БЭТО,1918,отозв.,1995-09-25 ,Уфа
Прикамбанк,2038,отозв.,1995-09-25 ,Набережные Челны
Мерсурий,3127,отозв.,1995-09-25 ,Махачкала
Аксион,2007,отозв.,1995-09-25 ,Ижевск
Бонтон,1597,отозв.,1995-09-25 ,"Анива, Сахалинская обл."
Атлан,1795,отозв.,1995-09-25 ,"Каспийск, Дагестан"
Рассвет,2006,отозв.,1995-09-25 ,Махачкала
Южсиббанк,2084,отозв.,1995-09-25 ,Барнаул
Агидель,1823,отозв.,1995-09-25 ,Уфа
Симбр-Банк,1862,отозв.,1995-09-25 ,Саратов
Курганинвестзембанк,2326,отозв.,1995-09-25 ,Курган
Синтексбанк,1938,отозв.,1995-09-25 ,Южно-Сахалинск
Бриг-Банк,2131,отозв.,1995-09-25 ,Екатеринбург
Холдингбанк,2834,отозв.,1995-09-25 ,Бийск
КомБЭП,2121,отозв.,1995-09-07 ,Москва
Тамбовсоцбанк,482,отозв.,1995-09-07 ,Тамбов
Экобанк,205,отозв.,1995-09-07 ,Новороссийск
Аирбанк,1409,отозв.,1995-09-07 ,Москва
Джамат,1536,отозв.,1995-09-07 ,Черкесск
Теза-Банк,772,отозв.,1995-07-21 ,Брянск
Георгиевск,718,отозв.,1995-07-21 ,"Георгиевск, Ставропольский край"
Мелон-Банк,2583,отозв.,1995-07-21 ,Махачкала
Афробанк,1828,отозв.,1995-07-21 ,Москва
Малый Бизнес,1874,отозв.,1995-07-21 ,Новосибирск
Техко-Банк,1600,отозв.,1995-07-21 ,Москва
Нива-Банк,2297,отозв.,1995-07-21 ,Тула
Литана-Банк,2146,отозв.,1995-07-21 ,Москва
Электроприводбанк,134,отозв.,1995-07-21 ,Москва
Концерн-Банк,2044,отозв.,1995-07-21 ,Казань
Соцкультбанк,2031,отозв.,1995-07-21 ,Ижевск
Форэст,2109,отозв.,1995-07-21 ,Москва
Купец-Банк,1641,отозв.,1995-06-23 ,Москва
Офибанк,2695,отозв.,1995-06-23 ,Хабаровск
Контракт,716,отозв.,1995-06-16 ,Вологда
Максбанк,1916,отозв.,1995-06-16 ,Москва
Калита,1767,отозв.,1995-06-16 ,Москва
СВАК-Банк,165,отозв.,1995-06-16 ,Магадан
Славянин,1841,отозв.,1995-06-16 ,Волгоград
Перфект Банк,2191,отозв.,1995-06-16 ,Оренбург
Синектика,1304,отозв.,1995-06-02 ,Москва
МАБИ-Банк,1872,отозв.,1995-06-02 ,Москва
Эдвам,2116,отозв.,1995-06-02 ,Ростов-на-Дону
Аргамакбанк,2321,отозв.,1995-06-02 ,Москва
Приз-Банк,2945,отозв.,1995-06-02 ,Москва
Метрополитен Банк,2214,отозв.,1995-06-02 ,Москва
Телебанк,1434,отозв.,1995-06-02 ,Москва
Кредит-Сервис,1779,отозв.,1995-04-11 ,Белгород
Российский Муниципальный Банк,1613,отозв.,1995-04-07 ,Москва
Севкавбанк,74,отозв.,1995-04-07 ,Ростов-на-Дону
Стромкомбанк,271,отозв.,1995-04-07 ,Оренбург
Юрак,1773,отозв.,1995-03-24 ,Краснодар
Югагроинвест,2465,отозв.,1995-03-24 ,Краснодар
Сапфир,2190,отозв.,1995-03-24 ,Вологда
Инторгкоопбанк,1802,отозв.,1995-03-24 ,Саратов
Данко,1800,отозв.,1995-03-24 ,Краснодар
Васкбанк,293,отозв.,1995-03-24 ,Вологда
Иткл,1998,отозв.,1995-03-24 ,Элиста
Игерман,2017,отозв.,1995-03-24 ,Ижевск
Капитал,1712,отозв.,1995-02-17 ,Омск
Андибанк,2014,отозв.,1995-02-17 ,"Хасавюрт, Дагестан"
Сож,1899,отозв.,1995-02-17 ,"Хиславичи, Смоленская обл."
Элиста,1786,отозв.,1995-02-17 ,Элиста
Сэбибанк,2482,отозв.,1995-02-17 ,Москва
Ташла,1999,отозв.,1995-02-17 ,Ставрополь
Никсон,2184,отозв.,1995-02-17 ,Москва
Воронцовский,1962,отозв.,1995-02-17 ,Москва
Новониколаевский,2199,отозв.,1995-02-17 ,Новосибирск
Дикебанк,2303,отозв.,1995-02-17 ,Южно-Сахалинск
Три Девятки,2460,отозв.,1995-02-17 ,Махачкала
Акида,2531,отозв.,1995-02-17 ,Казань
Инкрасбанк,2129,отозв.,1995-02-17 ,Красноярск
Реверс,2020,отозв.,1995-02-17 ,Москва
Деловой,1622,отозв.,1995-02-17 ,Москва
Воскрешение,2426,отозв.,1995-02-17 ,Москва
Галактика,1721,отозв.,1995-02-17 ,Москва
О.С.Т.-Банк,2871,отозв.,1995-02-17 ,Москва
Эльдорадо,1826,отозв.,1995-02-17 ,Москва
Легис,78,отозв.,1995-02-17 ,Москва
Эверест-Банк,348,отозв.,1995-02-17 ,Москва
Компак-Банк,2325,отозв.,1995-02-17 ,"Северодвинск, Архангельская обл."
Динар,2451,отозв.,1995-02-17 ,Казань
Ленекс,1941,отозв.,1995-02-17 ,Краснодар
Меридиан,1454,отозв.,1995-02-17 ,Москва
Микробанк,2339,отозв.,1995-02-17 ,Москва
Номинал,1762,отозв.,1995-02-17 ,Москва
Дредноуд-Банк,2408,отозв.,1995-02-17 ,Москва
Дворянский Банк,1932,отозв.,1995-02-16 ,Москва
Уктусский,494,отозв.,1995-02-16 ,Екатеринбург
Правекс-Банк,2671,отозв.,1995-02-16 ,Краснодар
Ситрафикобанк,2286,отозв.,1995-02-16 ,Москва
Карелавтобанк,1279,отозв.,1995-02-16 ,Петрозаводск
Медведевский Земельный Банк,1227,отозв.,1995-02-16 ,"пос.Медведево, Марий Эл"
Инвентбанк,1979,отозв.,1995-02-16 ,Томск
Стартбанк,49,отозв.,1995-02-16 ,Екатеринбург
Динаскобанк,1843,отозв.,1995-02-16 ,Москва
Гарант,34,отозв.,1995-02-16 ,Махачкала
Вотум-Банк,1925,отозв.,1995-02-16 ,Ростов-на-Дону
Адмирал-Банк,2463,отозв.,1995-02-16 ,Москва
Бяркин,1993,отозв.,1994-12-13 ,"ст.Орджоникидзевская, Ингушетия"
Драфт-Банк,1760,отозв.,1994-12-13 ,Москва
Екатеринодаръ,2335,отозв.,1994-12-13 ,Краснодар
Глори Сейв Банк,2287,отозв.,1994-12-13 ,Москва
Промышленный,2380,отозв.,1994-12-13 ,Москва
Республика,2021,отозв.,1994-12-13 ,Астрахань
Ментор-Синема,1433,отозв.,1994-12-13 ,Москва
Сиэс-Банк,2138,отозв.,1994-12-13 ,Красноярск
Росакадембанк,1426,отозв.,1994-12-13 ,Москва
Свияга,2125,отозв.,1994-12-13 ,"пгт.Карсун, Ульяновская обл."
СКАРОСС Банк,1980,отозв.,1994-12-13 ,Москва
Санкт-Петербургский Инновационный Банк,37,отозв.,1994-12-13 ,Санкт-Петербург
Девизбанк,1805,отозв.,1994-12-13 ,Москва
Опцион,1768,отозв.,1994-11-28 ,Москва
Президент-Банк,2219,отозв.,1994-11-28 ,Москва
Магаданторгбанк,1681,отозв.,1994-11-28 ,Магадан
Прагмабанк,1602,отозв.,1994-11-28 ,Москва
АЛТН,1702,отозв.,1994-11-28 ,Элиста
Кредитагро,1345,отозв.,1994-11-28 ,Москва
Гражданский Банк,2172,отозв.,1994-11-28 ,Москва
Любор,2279,отозв.,1994-11-28 ,Москва
Экономцентр,1048,отозв.,1994-11-28 ,"Молчаново, Томская обл."
Новосибирский Инновационный Банк,39,отозв.,1994-10-15 ,Новосибирск
Камчатинбанк,380,отозв.,1994-10-07 ,Петропавловск-Камчатский
Фермер Черноземья,2448,отозв.,1994-09-28 ,Воронеж
Тэсма,1797,отозв.,1994-09-28 ,Москва
Московский Торговый Банк,140,отозв.,1994-09-28 ,Москва
ИНКАбанк,1877,отозв.,1994-08-23 ,Краснодар
Амурбизнесбанк,245,отозв.,1994-08-16 ,Благовещенск
Уралбизнесбанк,2250,отозв.,1994-08-16 ,Екатеринбург
Суперлан,2376,отозв.,1994-08-16 ,Москва
Степь,1997,отозв.,1994-08-16 ,Элиста
Инвестбизнесбанк,1474,отозв.,1994-08-16 ,Москва
Защитник Отечества,2226,отозв.,1994-08-16 ,Москва
Альянс,95,отозв.,1994-07-01 ,Нижневартовск
Банк Развития Сельского Хозяйства (БАРС),2117,отозв.,1994-07-01 ,Москва
Байн,1452,отозв.,1994-06-24 ,Элиста
Планета-Наукабанк,1397,отозв.,1994-06-24 ,Уфа
Сармат,2128,отозв.,1994-06-23 ,Ростов-на-Дону
Роскомбанк,1047,отозв.,1994-06-21 ,Москва
Самарский Земельный Банк (Самзембанк),2005,отозв.,1994-06-14 ,Самара
Стокбанк,1412,отозв.,1994-06-14 ,Москва
СРБ-Банк,578,отозв.,1994-06-13 ,Москва
Елец,1912,отозв.,1994-06-06 ,Елец
Аграрник,982,отозв.,1994-06-02 ,"Хасавюрт, Дагестан"
Карата,791,отозв.,1994-06-02 ,"с.Карата, Дагестан"
Природа,1424,отозв.,1994-05-27 ,Уфа
Банк Развития Сибири,1700,отозв.,1994-05-27 ,Новосибирск
Раритет,318,отозв.,1994-05-27 ,Волгоград
Анталья,2231,отозв.,1994-05-27 ,Махачкала
Даймохк,2114,отозв.,1994-05-27 ,"Хасавюрт, Дагестан"
Науруз,1845,отозв.,1994-05-17 ,Карачаевск
Хучни,638,отозв.,1994-05-16 ,"с.Хучни, Дагестан"
Ахтынский,1236,отозв.,1994-05-16 ,"с.Ахты, Дагестан"
Сила-Банк,1888,отозв.,1994-05-16 ,"Энгельс, Саратовская обл."
Алигер,2024,отозв.,1994-04-25 ,Черкесск
Маджалис,620,отозв.,1994-04-25 ,"с.Маджалис, Дагестан"
Станкомехпромбанк,251,отозв.,1994-04-13 ,Москва
МММ-Банк,1615,отозв.,1994-04-06 ,Москва
Рекобанк,2195,отозв.,1994-03-21 ,"Ревда, Свердловская обл."
Северный,33,отозв.,1994-03-05 ,Вологда
Альтаир,610,отозв.,1994-03-05 ,"Лангепас, Тюменская обл."
Летнеставочный,1269,отозв.,1994-02-15 ,"с. Летняя Ставка, Ставропольский край"
Романтон,1475,отозв.,1994-01-13 ,Москва
Статус-Кредит-Банк,1327,отозв.,1994-01-04 ,Москва
Алеко,2202,отозв.,1994-01-04 ,Москва
Иванбанк АО «100»,2049,отозв.,1993-12-08 ,Чебоксары
Экабанк,656,отозв.,1993-12-08 ,Москва
Интерарт,1900,отозв.,1993-12-07 ,Москва
МаркПольбанк,1839,отозв.,1993-12-06 ,Москва
Зодчий,83,отозв.,1993-12-06 ,Москва
Русинвестбанк,1660,отозв.,1993-11-24 ,Москва
Никэ,1772,отозв.,1993-09-20 ,Москва
Таруса,945,отозв.,1993-08-31 ,"Таруса, Калужская обл."
Дом,1662,отозв.,1993-08-26 ,Южно-Сахалинск
Комсоцбанк,821,отозв.,1993-08-16 ,Ставрополь
Преображенский,1609,отозв.,1993-08-16 ,Москва
Тегульдетский Лесной Коммерческий Банк,2111,отозв.,1993-07-21 ,"с.Тегульдет, Томская обл."
Интер-Кибер-Банк,1377,отозв.,1993-07-08 ,Москва
Московский Коммерческий Банк Ипотечного Кредита,1190,отозв.,1993-07-08 ,Москва
Планета-Банк,1408,отозв.,1993-06-16 ,Москва
Брянск-Банк,375,отозв.,1993-05-31 ,Брянск
Сибнефтеэкология,1825,отозв.,1993-05-21 ,Тюмень
Инвестис,445,отозв.,1993-05-06 ,Москва
Идель,1299,отозв.,1993-04-22 ,Казань
Трансбанк,310,отозв.,1993-04-09 ,Волгоград
ТК-Промбанк,1195,отозв.,1993-03-23 ,Томск
Корпобанк,1645,отозв.,1993-02-17 ,Москва
Менеджмент-Банк,1591,отозв.,1993-02-01 ,Волгоград
Коммунальник,1314,отозв.,1992-12-07 ,Южно-Сахалинск
Сочистрой,1262,отозв.,1992-08-14 ,Сочи
Атомбанк,1374,отозв.,1992-07-06 ,Челябинск-65
Егорлыкский Кооперативный Банк,551,отозв.,1992-06-26 ,"ст.Егорлыкская, Ростовская обл."
